IP地址,端口,TLS,数据中心,源IP位置,地区,城市,地区(中文),国家,城市(中文),国旗,网络延迟,下载速度
91.84.105.32,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,278 ms,160 kB/s
141.11.182.13,8080,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,255 ms,155 kB/s
216.173.71.220,8443,true,VNO,LV,Europe,Vilnius,欧洲,立陶宛,维尔纽斯,🇱🇹,268 ms,155 kB/s
104.225.131.106,1901,true,MIA,US,North America,Miami,北美洲,美国,迈阿密,🇺🇸,242 ms,155 kB/s
192.210.255.57,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,319 ms,155 kB/s
103.45.245.208,2053,true,MAD,ES,Europe,Madrid,欧洲,西班牙,马德里,🇪🇸,257 ms,153 kB/s
132.226.163.224,8443,true,GRU,BR,South America,São Paulo,南美洲,巴西,圣保罗,🇧🇷,407 ms,152 kB/s
14.29.240.90,10011,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,48 ms,151 kB/s
104.234.50.215,2053,true,IAD,US,North America,Ashburn,北美洲,美国,阿什本,🇺🇸,272 ms,150 kB/s
185.245.106.205,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,300 ms,149 kB/s
38.180.135.97,2053,true,EWR,US,North America,Newark,北美洲,美国,纽瓦克,🇺🇸,262 ms,148 kB/s
94.131.2.187,2053,true,ALA,KZ,Asia Pacific,Almaty,亚洲,哈萨克斯坦,阿拉木图,🇰🇿,272 ms,148 kB/s
94.177.51.214,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,293 ms,147 kB/s
188.253.23.185,443,true,VNO,LV,Europe,Vilnius,欧洲,立陶宛,维尔纽斯,🇱🇹,277 ms,145 kB/s
192.210.255.57,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,298 ms,142 kB/s
51.159.6.227,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,182 ms,142 kB/s
14.29.129.224,10011,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,49 ms,141 kB/s
185.170.10.34,443,true,AMS,RU,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,224 ms,139 kB/s
134.209.166.117,443,true,EWR,US,North America,Newark,北美洲,美国,纽瓦克,🇺🇸,272 ms,139 kB/s
216.173.71.69,8443,true,VNO,LV,Europe,Vilnius,欧洲,立陶宛,维尔纽斯,🇱🇹,294 ms,139 kB/s
38.180.99.253,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,231 ms,135 kB/s
45.82.255.214,8443,true,WAW,PL,Europe,Warsaw,欧洲,波兰,华沙,🇵🇱,242 ms,135 kB/s
45.144.48.81,2053,true,WAW,PL,Europe,Warsaw,欧洲,波兰,华沙,🇵🇱,296 ms,133 kB/s
193.42.60.128,443,true,FRA,FR,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,271 ms,132 kB/s
64.225.68.70,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,294 ms,130 kB/s
212.192.31.16,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,256 ms,129 kB/s
66.151.34.105,2053,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,316 ms,129 kB/s
5.39.220.125,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,251 ms,128 kB/s
5.230.67.39,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,297 ms,126 kB/s
46.17.97.237,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,272 ms,126 kB/s
5.35.33.174,2053,true,DME,NL,Europe,Moscow,欧洲,俄罗斯联邦,莫斯科,🇷🇺,292 ms,123 kB/s
45.32.183.106,80,true,LHR,GB,Europe,London,欧洲,英国,伦敦,🇬🇧,287 ms,123 kB/s
147.45.147.212,8443,true,DME,RU,Europe,Moscow,欧洲,俄罗斯联邦,莫斯科,🇷🇺,299 ms,123 kB/s
109.205.214.230,6443,true,DUS,NL,Europe,Düsseldorf,欧洲,德国,杜塞尔多夫,🇩🇪,310 ms,121 kB/s
77.83.172.195,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,260 ms,117 kB/s
109.120.158.109,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,263 ms,117 kB/s
185.232.205.9,443,true,MAD,ES,Europe,Madrid,欧洲,西班牙,马德里,🇪🇸,281 ms,116 kB/s
59.36.143.125,10011,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,50 ms,116 kB/s
185.224.248.13,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,179 ms,113 kB/s
103.113.69.116,2053,true,VNO,LT,Europe,Vilnius,欧洲,立陶宛,维尔纽斯,🇱🇹,231 ms,113 kB/s
117.50.80.157,1234,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,38 ms,112 kB/s
45.43.76.218,443,true,VNO,LV,Europe,Vilnius,欧洲,立陶宛,维尔纽斯,🇱🇹,328 ms,112 kB/s
109.120.158.12,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,289 ms,110 kB/s
147.45.244.217,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,255 ms,107 kB/s
172.66.131.29,2083,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,181 ms,106 kB/s
2.59.162.22,2053,true,VNO,LT,Europe,Vilnius,欧洲,立陶宛,维尔纽斯,🇱🇹,210 ms,105 kB/s
64.188.97.87,443,true,FRA,NL,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,257 ms,103 kB/s
80.85.246.195,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,251 ms,101 kB/s
79.132.143.192,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,244 ms,100 kB/s
147.45.167.39,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,252 ms,100 kB/s
80.76.34.29,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,172 ms,97 kB/s
91.227.40.125,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,252 ms,94 kB/s
195.133.63.151,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,254 ms,93 kB/s
23.95.14.50,55555,true,YYZ,US,North America,Toronto,北美洲,加拿大,多伦多,🇨🇦,254 ms,92 kB/s
135.125.190.99,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,173 ms,91 kB/s
46.226.167.129,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,251 ms,91 kB/s
206.189.107.74,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,306 ms,90 kB/s
109.71.240.207,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,266 ms,90 kB/s
176.124.32.15,2053,true,TLL,EE,Europe,Tallinn,欧洲,爱沙尼亚,塔林,🇪🇪,351 ms,88 kB/s
88.218.77.42,2053,true,FRA,FR,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,263 ms,85 kB/s
123.52.65.161,10011,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,39 ms,85 kB/s
77.105.137.63,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,246 ms,84 kB/s
123.52.64.102,10011,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,33 ms,82 kB/s
194.87.97.6,2053,true,ZRH,CH,Europe,Zurich,欧洲,瑞士,苏黎世,🇨🇭,186 ms,82 kB/s
81.22.132.222,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,244 ms,81 kB/s
125.91.105.202,10011,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,53 ms,78 kB/s
49.12.119.73,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,195 ms,78 kB/s
185.36.140.228,8443,true,ARN,EE,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,207 ms,78 kB/s
195.20.208.72,443,true,ARN,LV,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,246 ms,78 kB/s
91.84.103.10,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,286 ms,77 kB/s
194.87.200.151,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,316 ms,76 kB/s
94.131.2.187,8443,true,AKX,KZ,Asia Pacific,Aktobe,亚洲,哈萨克斯坦,阿克托别,🇰🇿,333 ms,74 kB/s
194.35.12.70,2052,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,224 ms,72 kB/s
194.135.33.130,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,198 ms,72 kB/s
38.180.99.188,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,226 ms,72 kB/s
77.73.71.180,2053,true,VNO,LV,Europe,Vilnius,欧洲,立陶宛,维尔纽斯,🇱🇹,284 ms,71 kB/s
162.19.254.180,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,175 ms,71 kB/s
94.241.173.145,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,290 ms,71 kB/s
57.129.47.19,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,167 ms,71 kB/s
152.53.14.140,8443,true,HAM,DE,Europe,Hamburg,欧洲,德国,汉堡,🇩🇪,171 ms,71 kB/s
123.52.67.42,10011,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,34 ms,70 kB/s
14.29.164.34,10011,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,48 ms,67 kB/s
60.249.114.181,11285,true,TPE,TW,Asia Pacific,Taipei,亚洲,台湾,台北,🇹🇼,189 ms,66 kB/s
95.215.8.237,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,313 ms,65 kB/s
77.221.158.25,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,276 ms,65 kB/s
31.128.34.61,2053,true,ARN,LV,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,211 ms,61 kB/s
77.238.227.222,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,287 ms,59 kB/s
37.252.6.119,443,true,WAW,PL,Europe,Warsaw,欧洲,波兰,华沙,🇵🇱,229 ms,58 kB/s
109.234.39.165,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,296 ms,58 kB/s
195.54.174.99,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,231 ms,58 kB/s
95.85.89.70,81,true,MAD,ES,Europe,Madrid,欧洲,西班牙,马德里,🇪🇸,278 ms,56 kB/s
94.131.119.136,81,true,OTP,RO,Europe,Bucharest,欧洲,罗马尼亚,布加勒斯特,🇷🇴,204 ms,55 kB/s
77.105.137.63,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,246 ms,53 kB/s
123.52.64.247,10011,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,35 ms,53 kB/s
38.180.209.40,2053,true,IST,TR,Europe,Istanbul,欧洲,土耳其,伊斯坦布尔,🇹🇷,236 ms,52 kB/s
82.152.8.171,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,174 ms,52 kB/s
185.209.49.17,8443,true,SIN,AE,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,299 ms,50 kB/s
94.141.103.60,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,255 ms,47 kB/s
141.95.149.52,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,196 ms,47 kB/s
46.29.234.155,2053,true,VNO,LT,Europe,Vilnius,欧洲,立陶宛,维尔纽斯,🇱🇹,231 ms,46 kB/s
138.124.116.253,443,true,FRA,SE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,312 ms,44 kB/s
59.36.145.186,10011,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,56 ms,43 kB/s
1.192.191.183,10011,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,45 ms,43 kB/s
45.135.180.157,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,245 ms,43 kB/s
213.142.146.112,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,226 ms,43 kB/s
59.36.76.111,10011,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,42 ms,43 kB/s
45.140.146.80,2053,true,KIV,MD,Europe,Chișinău,欧洲,摩尔多瓦共和国,基希讷乌,🇲🇩,219 ms,42 kB/s
185.254.158.87,443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,250 ms,41 kB/s
91.199.32.160,2053,true,LHR,GB,Europe,London,欧洲,英国,伦敦,🇬🇧,184 ms,40 kB/s
80.64.17.129,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,296 ms,40 kB/s
194.116.190.199,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,206 ms,39 kB/s
59.36.138.17,10011,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,51 ms,39 kB/s
54.251.148.77,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,267 ms,38 kB/s
69.12.83.121,443,true,ARN,EE,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,240 ms,38 kB/s
88.210.37.244,8443,true,LAX,US,North America,Los Angeles,北美洲,美国,洛杉矶,🇺🇸,191 ms,38 kB/s
185.47.172.172,8443,true,MXP,IT,Europe,Milan,欧洲,意大利,米兰,🇮🇹,252 ms,37 kB/s
188.165.2.67,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,189 ms,35 kB/s
147.45.248.153,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,310 ms,35 kB/s
213.170.157.1,443,true,PDX,US,North America,Portland,北美洲,美国,波特兰,🇺🇸,216 ms,33 kB/s
185.104.250.204,443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,245 ms,32 kB/s
195.123.211.205,8443,true,ARN,LV,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,240 ms,31 kB/s
185.186.244.217,81,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,190 ms,31 kB/s
185.233.81.42,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,188 ms,30 kB/s
89.110.81.200,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,296 ms,29 kB/s
195.123.210.147,443,true,WAW,LV,Europe,Warsaw,欧洲,波兰,华沙,🇵🇱,211 ms,28 kB/s
94.23.78.198,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,195 ms,27 kB/s
91.245.225.79,2053,true,ZRH,CH,Europe,Zurich,欧洲,瑞士,苏黎世,🇨🇭,225 ms,21 kB/s
147.45.43.24,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,309 ms,20 kB/s
176.124.202.70,443,true,FRA,SE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,344 ms,19 kB/s
37.1.197.77,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,299 ms,18 kB/s
94.23.72.40,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,180 ms,17 kB/s
185.188.181.214,443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,203 ms,16 kB/s
185.125.231.161,8443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,213 ms,14 kB/s
45.133.246.84,443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,221 ms,14 kB/s
188.116.24.56,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,232 ms,13 kB/s
66.151.42.127,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,269 ms,12 kB/s
95.216.192.214,443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,200 ms,12 kB/s
195.200.30.167,8443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,254 ms,12 kB/s
85.202.193.54,8443,true,WAW,KZ,Europe,Warsaw,欧洲,波兰,华沙,🇵🇱,311 ms,11 kB/s
37.1.194.154,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,297 ms,10 kB/s
141.147.174.243,443,true,NRT,JP,Asia Pacific,Tokyo,亚洲,日本,东京,🇯🇵,150 ms,10 kB/s
156.255.90.175,8443,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,239 ms,8 kB/s
141.11.91.67,8080,true,HKG,HK,Asia Pacific,Hong Kong,亚洲,香港,香港,🇭🇰,337 ms,8 kB/s
93.152.207.12,443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,208 ms,7 kB/s
66.151.34.156,443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,285 ms,7 kB/s
64.69.24.16,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,175 ms,0 kB/s
49.238.237.3,9443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,211 ms,0 kB/s
170.114.52.59,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,175 ms,0 kB/s
170.114.52.15,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,174 ms,0 kB/s
66.81.255.21,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,169 ms,0 kB/s
49.238.237.3,5443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,172 ms,0 kB/s
74.119.132.1,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,182 ms,0 kB/s
64.69.24.18,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,175 ms,0 kB/s
170.114.52.139,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,188 ms,0 kB/s
209.177.165.17,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,170 ms,0 kB/s
170.114.52.96,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,175 ms,0 kB/s
64.69.24.4,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,187 ms,0 kB/s
170.114.52.87,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,172 ms,0 kB/s
64.69.24.76,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,176 ms,0 kB/s
170.114.52.151,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,172 ms,0 kB/s
16.171.200.45,443,true,ARN,SE,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,199 ms,0 kB/s
64.69.24.67,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,177 ms,0 kB/s
64.69.24.39,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,181 ms,0 kB/s
64.69.24.63,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,167 ms,0 kB/s
64.69.24.50,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,210 ms,0 kB/s
64.69.24.53,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,178 ms,0 kB/s
49.238.237.3,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,173 ms,0 kB/s
170.114.52.95,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,183 ms,0 kB/s
170.114.52.2,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,190 ms,0 kB/s
64.69.24.40,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,172 ms,0 kB/s
49.238.237.196,443,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,179 ms,0 kB/s
159.223.28.21,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,261 ms,0 kB/s
176.97.74.148,443,true,TLL,EE,Europe,Tallinn,欧洲,爱沙尼亚,塔林,🇪🇪,286 ms,0 kB/s
45.135.180.50,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,280 ms,0 kB/s
170.114.52.105,443,true,YYZ,CN,North America,Toronto,北美洲,加拿大,多伦多,🇨🇦,174 ms,0 kB/s
132.145.81.117,443,true,ICN,KR,Asia Pacific,Seoul,亚洲,韩国,首尔,🇰🇷,308 ms,0 kB/s
64.69.24.25,443,true,CDG,CN,Europe,Paris,欧洲,法国,巴黎,🇫🇷,190 ms,0 kB/s
170.114.52.80,443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,175 ms,0 kB/s
170.114.52.126,443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,183 ms,0 kB/s
170.114.52.113,443,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,169 ms,0 kB/s
64.69.24.20,443,true,SIN,CN,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,169 ms,0 kB/s
64.69.24.22,443,true,SIN,CN,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,182 ms,0 kB/s
64.69.24.87,443,true,LHR,CN,Europe,London,欧洲,英国,伦敦,🇬🇧,179 ms,0 kB/s
64.69.24.21,443,true,SIN,CN,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,175 ms,0 kB/s
148.135.43.240,443,true,LAX,US,North America,Los Angeles,北美洲,美国,洛杉矶,🇺🇸,210 ms,0 kB/s
212.80.217.127,443,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,220 ms,0 kB/s
46.229.253.157,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,195 ms,0 kB/s
82.115.4.76,16400,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,222 ms,0 kB/s
49.13.121.240,2095,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,185 ms,0 kB/s
95.182.97.146,8443,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,185 ms,0 kB/s
172.66.133.30,2083,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,177 ms,0 kB/s
172.66.130.241,2083,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,169 ms,0 kB/s
46.226.165.21,587,true,FRA,SE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,265 ms,0 kB/s
150.241.105.36,443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,259 ms,0 kB/s
49.238.238.91,2053,true,SJC,CN,North America,San Jose,北美洲,美国,圣何塞,🇺🇸,170 ms,0 kB/s
94.23.74.37,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,174 ms,0 kB/s
51.38.48.91,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,189 ms,0 kB/s
135.181.198.101,8443,true,HEL,FI,Europe,Helsinki,欧洲,芬兰,赫尔辛基,🇫🇮,183 ms,0 kB/s
93.185.163.181,2087,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,219 ms,0 kB/s
103.106.228.126,2053,true,NRT,JP,Asia Pacific,Tokyo,亚洲,日本,东京,🇯🇵,145 ms,0 kB/s
89.117.57.4,2053,true,CDG,FR,Europe,Paris,欧洲,法国,巴黎,🇫🇷,245 ms,0 kB/s
185.125.230.21,443,true,FRA,NL,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,250 ms,0 kB/s
45.81.225.153,2053,true,FRA,NL,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,212 ms,0 kB/s
185.78.76.63,8443,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,254 ms,0 kB/s
38.180.99.189,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,196 ms,0 kB/s
188.130.206.12,8443,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,212 ms,0 kB/s
83.147.216.10,443,true,FRA,FI,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,319 ms,0 kB/s
94.237.84.100,2053,true,FRA,DE,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,254 ms,0 kB/s
94.177.8.3,131,true,VIE,AT,Europe,Vienna,欧洲,奥地利,维也纳,🇦🇹,262 ms,0 kB/s
45.120.178.223,2053,true,AMS,NL,Europe,Amsterdam,欧洲,荷兰,阿姆斯特丹,🇳🇱,230 ms,0 kB/s
185.114.73.166,2053,true,MAD,ES,Europe,Madrid,欧洲,西班牙,马德里,🇪🇸,263 ms,0 kB/s
64.110.88.90,443,true,SIN,SG,Asia Pacific,Singapore,亚洲,新加坡,新加坡,🇸🇬,411 ms,0 kB/s
188.130.206.216,2053,true,ARN,FI,Europe,Stockholm,欧洲,瑞典,斯德哥尔摩,🇸🇪,208 ms,0 kB/s
172.66.131.219,2087,true,FRA,CN,Europe,Frankfurt,欧洲,德国,法兰克福,🇩🇪,201 ms,0 kB/s
